tweet,hatespeech
user sa nama akun kok kyk ndak asing apa cmn prasaanku doang e user,0
user bangsad tolol,1
user aduh mau eek,0
user user lebih baik d jajah china dr jajah arab kebanyakn atur kl g jual aja negara sm as biar yg banyak bacot lansung di tebas jangan sok suci jangan l munafik jd orang koar dank bisa,1
jejak user digital dungu terlalu,1
rt user bila serius mau,1
bgst acc abis lock tai,1
citra prabowo ah,1
user oiyaaa yaaxfxfxx apa tadi bgt tapon kek ga asing sih nama hahannuda sbar nama,0
user pmain malaysia dri terpngaruh laga dgn big match gengsi harga diri main dgn yg dgn label atas asia timnas lebih,0
jokowi bilang diktator lalu i dukung lapor orang yg kritik jokowi polisi sih udah goblok terlalu,1
setnov bebas so buat apa msh g user bubar lalu bentuk lembaga baru yg lebih bersih user user user,1
agama sekarang jadi alat user bangsa yuk kembali jalur benar nitip negara user user user sang rangkul ulama presiden pecah,0
gembel ngaku wartawan kosakata lu user xfxfxxxfxfxxaxfxfxxxfxfxxa,1
cina user hp user mas,0
umat hindu sampai selamat ulang tahun a presiden soeharto,0
icanxlove bukan cinta monyet a bukan cinta layak remaja asa tahan hingga sekarang,0
user ngakak,1
twitter cewek yg di bo bnyak yg ga kualitas foto l jauh beda harga mahal service jg ga bagus amatnini gua bilang udah alam bo puluh kali puluh perek dpt hasil yg memuaskannmenyesalboviatwitter,1
selamat tuju eue yg a halal bray user user,1
user situ produsen kotak taplak mulai lejit usaha,0
ibadah shalat ashar moodboster umat,0
kek user monyet lis v pulang woy pulang,1
kampanye ras ngmg nya pihak ahok yg untung goblok kafir mana di untung kalau di enak bunuh lu perkosa duit,1
user aku kristen untuk dapat kulit mulus aku akan i nekat raub pake anggur jamu xfxfxxnnsepertinya pedih,0
rt user kumpul teman nista agamantdk empati buat korban banjir koar puji junjunganya a url,1
a idealis pandai rahasia simpan tp sedikit sombong,0
netijen jokowi diktator jokowi pro cina jokowi pro a,1
wakil umum partai demokrat syarif hasan unjung dpp pks selasa sohibul iman mustafa dua akrab bicara isu bangsa s,0
user hahahahahahahaha kok baper,1
dom jogja kristen,0
user user user eh lgbt gak ush lo a gua gantengsory gua normal suka cwe beda sama lo yg doyan laki,1
karyawan pt sopindo ds halimbe a anti hoax amp pilkada damai,0
df ajak sutiyoso gabung dgn lbpamhp dkk yg sdh siap jokowi jadi presiden ri df jadi donatur utama citra jokowi sby yg sdh koalisi dgn lbpamhp dkk angkat df jadi menteri rumah okt utk m,0
buku lawasgt bangkit abangan tarekat tangklukan agama jawa ahmad syafii mufid tahun halaman harga minat,0
amit mulut apa satwa,1
user kacung rekayasa nyata aseng user csnbikin maluuuuu ngantipresiden,1
user seteru k tiga murid seteru beda ideologi masing soekarno nasionalisme musso komunis kartosoewirjo islam radikalnkeduanya lawan soekarno harus mati utuh nkri,0
sudah berulangkali lapor masyarakat kait ujar benci amp fitnah noda agama amp ulama super proses polisi tp lambat tak sigap polisi tangkap aktivis spt ust alfian amp bang jonru ginting,1
user ibu hrd nya emang r bayiiiik huh masa lupa si u dsr gembrot xfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxa url,1
raja jujur seperti joki tunggang buaya selamat dia tidak a turun,0
turun jokowi makan nya botol masalah nya muara jokowi,1
lebih aneh s lagu tetap sama mic yg sama cuma doang abang apa,0
harus perintah indonesia keluar ruu a anti budha biar budha indonesia usir indonesia,1
hikayat salah silah sultan perak budaya negeri raja chulan ibn,0
user kapal karam monyet kasihan patah a hati,1
rt user apa mayoritas etnis china dkinmengapa solid dukung n nista agama islamnndendamntidak nasionalis,1
tau reaksi pakdhe user denger mulut alfian tanjung rusak yg tebar finah eh cuma senyum aja dasar jkw diktator,1
rt user user g bntr lg si joko jg nyungsep kyk ho nyantai aja kali hehe,1
koalisi jokowi sulit menang pilpres,1
ajeng paham si babi ahok klo bicara santun bangsat taik anjing u setan lo dngn intonasi yg familiar tuntuna,1
user user guobloge nemen lek tahan jokowi g akeh sing go bangun pirang persen podo gak melek data picek,1
nempel lengket permen karet yg user pantat guru,1
user kayak komunis aja ga a jasat manusiacebongkomunis,1
agama dlm kristen ajar tdk saling menghakimisilahkan boleh pd agama sobat,0
bikin gak jd presiden tlg serah sj daftar pak yg penting org tsb kalo merana user user gantipresiden,1
fakta bapak prabowo yg cebong tdk mau aku prabowo ketua partai dil tugas partai prabowo orang militer dil tukag kayu prabowo gagah tampan dil gak pandai nulisnya prabowo tega bahasa inggris jerman dil,1
barusan di iseng tanya sopir taxi soal gubernur baru sesal gak pilih ahok b kata rasa tipu,1
seram tikus yal lubang jamban xfxfxaxa,0
kampret kan kalo typonya email kantor gue ngerasa ngetik kata serpong nyata pas udah r ga r nya xfxfxx,1
sekarang ada u rejim pkilengserkan jokowi pimpin tukang kriminalisasi ulama,1
user heh poop onta ga u yaa,1
ganti terus bekal alat perodua myvi lama,0
user user makanya jgn laru boros dg janji jk tdk tepat ubah aja uu pilpres lansung jadi priode tahun janji rezim tdk laksana bohong tahu jadi gak u ngeles minta periode,1
rt user jalur salah lewat engga hukum untung tai manusia gak ngomong coba kalau ngomong mungkin tai yg nuntut kalianxfxfxxnbaxexxa,1
user user user klo katolik ama skrg justru dlm satu ikut satu hierarki,0
user subhanallah kristen iman percaya,0
tegas henti calon,0
user,1
user anjg n bener bener ayam kampus lo,1
dewan timbang presiden wantimpres gelar temu wicara kuat ideologi pancasila utk tanggulang konten muat sara amp langgar ite hadir ketua narsum menag user sbg komisi siar indonesia pimpin media kemen,0
meni ekumene katolik istri agama khusus dan,0
user kek tai mencret anjir,1
user tetep aja jkt kecoakxcxb tetep p kacung aseng yaxfxfxx,1
user cuma isi bajing semua,1
munafik user cebong kapir user alay goblok hahahaha,1
sus ucup bikin gc kalo anak jief mak kunti en de geng marah tida,0
kalo gak masalah ngerti ekonomi mending gak usah ngomong min respon tuit ini hampir semua negatif,0
user sumpah gw ngaceng abis ngisep bot nya sampexexxa,1
siap nsaya n cendana mau bantu abis abis hambalangnnkalo gagalnsemua tamatnnkarna si sipit kuasa lebih nndan jadi nynunann,0
user user bbb for bukan bangsad k,1
indonesia sih etnis perompak aset negara,1
kok pan punya sih udah bejat nama,1
user emosixfxfxxxfxfxaxaxfxfxxxfxfxx cebong banyak yg user,1
kota solo,0
pngn ngatain akun yg bilang nyari yg umur no k enak sama k bego,1
via user sandiaga uno bantah asma b rawan aniessandi url bokirnya anies sandi enakenak makan hidup mewah mau aja tipu,1
user aku melu u kafir,0
gubernur wakil gubernur baru asa suasana tenang sejuk dki belum tau suasana kayak apa sekarang asa tenang sejuk n rizal,0
user ganti presiden siapanmental kacung presiden sekali kacung cm yg mw,1
user user user rizik tau pantat mana tau pancasilangara gara pantat dia a g fulang fulang,1
nyata asimilasi masuk dominasi budaya lama nah masuk dominasi dia hilang budaya asimilasi,0
allah swt bohong dungu yg biadab tak harta janji allah janji kamu penuh rampas yg banyak,1
bukan nya sok munafik sih emang larang sama agama ku kok kalo kita satu agama mungkin kamu baca ajar nxfxfxxf maaf bukan apa dosa l banyak ga mau nambah dosa karena laku,0
user user user sifat naratif tak hukum jd blh percaya pikir masing wajib,0
user l bikin tanya frame cebong banget,1
ngentot user mau masak eh malah ajak rt sial url,1
kejar setor cina pak djarot lengser rezim jongos cina z sangat bahaya bangsa negara hukum uu konstitusi labrak,1
user user user jabat user user user kalau jokowi kecut mundur user presiden,1
buku isi alam tulis lama jadi buruh migran jordania alam tugas satgas tki stafsus tri tenaga kerja transmigrasi stafsus n bnptki user gagasancakimin harlahp,0
udah s gay,1
retweeted nana user kutip erdogan ajak anies salat t tepat samping anies diri apit erdogan menteri menteri energi berat albayrak saf depan kelas gubernur,0
rt user woy tai kok gaada mau join closed agency,1
agus jgn provokasi rakyat jgn rasa paling dekat dgn tuhan hingga yg y anggap sbg setan partai amin baik periksa jiwa,1
ide prsamaan derajat asal era reformasi luther abad yg tolak dominasi politik ekonomi gereja katholik dgn cara aju sbuah konsep baru tolak legitimasi religius kaum pendeta katholik a demokrasi,0
itu gak mikir copras capresskrng ngurus hutang impor tdl naik bbm naik dollar e tumbuh ekonomi cuma premium langka jt lpngan kerja gak nyampe daya beli msyrkt melorotitu aja dah pusing gantipresiden ga,1
user user cina cuma jadi i nkri xfxfxxbxfxfxxbxfxfxxb,1
harus impor wakil gubernur baguss tidak punya prestasi jabar khofifahemiljatimsatu,0
terorisme,0
user anjir kan,1
bahasa cina tempat tempat guna bahasa depermasalahkankarena para,1
trade war amp tensi reda geopolitk fokus indikator ekonomi,0
user laa munafik,0
tai saat gue biasa aja baik banget amp ngejarngejar gue eh pas gue udah sayang nyaman malah jadi s amp pergi gitu aja,1
user sipit cakep,0
isi danilla timeline semua asw,1
rt user bijak om jokowi yg diktator bukan wajah s nya om,1
r user pake kolak pisang sm es campur jd pancing buaya deh,0
openfollow for rp sekali follow nih rp a cantik user user padahal rlnya kek tai url,1
kerucut tradisi budaya bisa,0
gas e batas nnolelahnpemula,0
user user user otak cebong susah y emang baliho jokowi mana bukan u sembako pake apbn gmn kamu waras,1
user user t lu,1
rt user user user user,0
ewe ewe hadiah,1
kangmas mbakyunsuka naik onta apa kapalnalesane opo jalnmbah sempreng siap baca sms k jowal jawil ojo lalikirim salam request lagu beri palapafm tunggu,0
dungu budak islam tiada tuhan swt solat allah merintahkan biadab,1
team kagum hotels di k turnament golf gubernur cup bandung giri gahana golf amp resort,0
gak ngaruh sih wilayah sini krn udah xexxnaik kelasxexx a malah kacrut kemarin benerbener rugi konsumen,1
putus hubung turun myanmar jokowi diplomatik url,1
user adek orang lah sayang t mami lahirin anak tuyul,0
guru privat koja tk sd smp matematika un simak ui sbmptn sma fisika kimia biologi akuntansi ekonomi,0
user buat mas ahok diam user reaksi rocky,1
user ingat bapak ibu klo ga beda dunia semua mau sama in aneh ga coba simak duluitu o bagai masakan garamistlhnyandi dunia pria semua bagus ga cewek smua bagus kgaatau kristen smua islam smua,0
user kalau takut paling sama rezim,0
cacat lgbt beri i ruang konon bebas hak hedonisme rancak dengan radiohead,0
rt user syarat guna tai chi u tauk apa yg sedang main lawan u tauk materi yg sedang guna olehxexxa,0
user l hadap,0
anak anak nang bilang cici vampir taringnyannbangsadnmakasih loh ubun,1
muhammadiyah makin kritis mulai jokowi perintah otoriter,1
kalau lihat agama budaya jadi ingat bagaimana budaya pengaruh orang kristen yunani yahudi pd gereja purba konflik akhir rasul paulus turun a utk reda konflik yg atau kita ajar itu dida,0
user mampus ucup dm ma a raka,1
user user user user user user user user user user user duuuuhhhh jaya suprana kristen k guru beliau lah yg ngaku muslim kok ora,0
user user hahahaha mana gue ngatain agama islam hayoo hahaha debat lo model gitu idih gak level masa debat gara salah tangkep kalimat kan bikin malu d malu dong sama cebong islam agama lo hina hahahaha sungguh kaum cebong ka,1
user user wes lemu ireng u sisannnasu,1
masuk orang tidak percaya yg ditulisdifilmkan ttg gs ttg block keluarga yg dg nasib juta stigma,0
user user si user mah dungu bin dongok dungu smpai ira kalo operasi inteligen bikin anarkisme lalu ribu e massa yg trlibat semua anggota intel wesgak mutu blas org modal cm mulut asal njeplak,1
user user dasar homo duo sarap hadehh pusing pala bebi,1
u kalau kafir jokowi licik picik culas url,1
rt user test testnndisini gua mau crita crita skaligus haha gua mau crita dokter forensik yg hubung a sm makhluk goibxexxa,0
gausah soksokan kali mau ngurus lahan lain pak cak k lah ko urus dulu wakil kok dah betul baru lah ko ikut pilkada ya pilgubsu sumut register bajaktanah djarotcalonnapi pilkada,1
jimin ganteng banget bangkai,1
aceh sekolah sekolah kristen banyak guru sekolah muslim yant pakai peci banyak teman budha yany sekolah aceh aceh ngga yang a banyak berita ngga pernah paksa pakai jilbab pernah paksa,0
user user gubernur,0
malu daah ni gua tiap hari mikirin jokowi mikirin cebong kampret sementara idup gua gin aja j tetangga cuek orang jarang nyapa cuma ngtweet doang udh ngerasa paling tau ttg negara duh ajig,1
user user user iya pinter makanya males sih ladenin orang bodoh kaya situ hahaha lah itu tau itu sendiri hahahaha fans t juve biasa gak ngerti jadi tim sama fans sama sama apaaaaa,1
sebenernya sdh capek ngurusi rezim wel geduwel dukung yg mampet kupingmatanya pinginnya tutup akun trus hidup normal hrs nyata tenang sejuk damai indah ada tuntut hati yg alam terus semangat gantipresidenxfxfx,1
rt user ribu sperma rebut tetas jadi kampret e salah alam,1
user user user dongo,1
presiden joko widodo ajak ulama ikut dingin situasi jelang laksana pilih kepala daerah pilkada serentak kornas umum milu jokowilanjutkan jkfc joinkalsel andreopa aktivitasjokowi pilih,0
user user d user sang gubernur sibuk jalan sang wagub sibuk mau ngganti presidennjadi yaaaa sudah,1
user si x bacot aseng kan ki,1
ntt pilkada,0
rt user ingatttcinakomunisantek skrng,1
bila hg dah giveup pakai seluar panjang haaaa t batik jugak malam niii panas gila woi,1
tak panas hujan presiden lihat tetap semangat injak kaki tanah papua,0
user d bukti nyata bukan editanmereka team hoax menang anies sandi url,1
user b kecil buta hurufnnhuft,0
user yg r fitnah am intel yahudi hukum,0
golkar ganti presiden suara nasional,0
snek tweetnya gua rt aja lah cape gua ngurusin banci,1
rt user isis ulah semua orggolonganagama musuhin muslim amp hujat e islam masuk elu dodol,1
ejek monyet bola cari sepak url,1
tinggal lama mesir tidak b budayabudaya baik sini arti masih jadi orang perhati baik perhati baik beda budaya orang baik,0
n apresiasi kerja jokowi,0
user user iya bener beliau yg paling matang paling siappaling kuat tuk kalahin tahana kl jd presiden jg gak gampang dikte mafiaget real lagi presiden ri gak m punya king maker an tuk arah dikte apa ind,0
user mungkin babang batak kristen lagi diajarin s tuhan utk bertanggungjawab gimana sabar kan,0
rt user aku suka la marathon eps ni sbb alang tak buat pape si cerita ni mmg kena dgn watak azam hati batu lg nixexxa,0
user user user teus i dikit dikit nete gitu,1
ngemis likengemis komenatau apasiudik kya bgt baru main fb,1
allah swt dungu biadab ajar muhammad cocok penis h dgn istri ayat di quran,1
arjuna nista negara jangan jadi muhammad ngaku nabi juang bangsa sendiri guling perintah,1
rt user sangeaaaaaaaaaah memek gatel say pngen disruduk kontol retweet t yg pngen ngentot xfxfxx kuy url,1
gua rt love url,1
agama doang brooh d pengaruh ajar btw bs d kafir pe ente,1
demo ttg rohingyang d seluruh negara kok dtuduh mw tumbang jkw emg warga rusia kenal jokowi yah pak,1
islam promosi kapan xfxfxxxfxfxxxfxfxxnnjahat sih agama islam gak diakuin negeri xfxfxxfxf,0
warga jkt minta pak user tdk lantik anies jelas krn sdh sandi mrk libat dlm lingkar saracen politicid,1
we bong together feat nes park bom s rilis mv s rilis lagu user kuisbigbangmtvn,0
debat pertama pilkada jateng kompas tv jumat april mantabkan hati pilih d pimpin sesuai aspirasi masing masing pilkada jateng becik tur nyenengke user user,0
xfxfxax mas yg komen lapak banyak sekali bani user,0
user bukan pak fadli bpk rakyat mmberikan bilangin bpk jokowi ekonomi,0
angry birds the movie segera tayang bulan sambil nanti beberapa m si kecil nih,0
heh ga congor lo bau mulu,1
allah swt sembah muslim koar sombong paling kuasa paling besar paling sakti nyata k biadab,1
